id,question,answer,follow-up,relation,generated_follow_up
3010,"Eli5 how headphones with 40mm drivers reproduce low bass notes convincingly, but it takes a very large loudspeaker driver to reproduce bass notes?","A small driver can reproduce low frequencies/long wavelengths as long as your ear is less than one wavelength (or half a wavelength?) from the driver.  Beyond that, you need large drivers. I'm not sure what the rule is that relates the diameter of the driver to the length of the wavelength it can send. For reference, 1 meter is the wavelength of 343 Hz","So, a larger driver can project a lower frequency further at the same volume?",Related,What role does the size of the cone play in the sound produced by 40mm drivers?
3010,"Eli5 how headphones with 40mm drivers reproduce low bass notes convincingly, but it takes a very large loudspeaker driver to reproduce bass notes?","A small driver can reproduce low frequencies/long wavelengths as long as your ear is less than one wavelength (or half a wavelength?) from the driver.  Beyond that, you need large drivers. I'm not sure what the rule is that relates the diameter of the driver to the length of the wavelength it can send. For reference, 1 meter is the wavelength of 343 Hz","So, a larger driver can project a lower frequency further at the same volume?",Related,How does the design of 40mm drivers contribute to their acoustic characteristics?
3010,"Eli5 how headphones with 40mm drivers reproduce low bass notes convincingly, but it takes a very large loudspeaker driver to reproduce bass notes?","A small driver can reproduce low frequencies/long wavelengths as long as your ear is less than one wavelength (or half a wavelength?) from the driver.  Beyond that, you need large drivers. I'm not sure what the rule is that relates the diameter of the driver to the length of the wavelength it can send. For reference, 1 meter is the wavelength of 343 Hz","So, a larger driver can project a lower frequency further at the same volume?",Related,Can you explain how a small diameter driver can reproduce low frequencies with high resonance?
3011,ELI5 - What exactly is the voltage measure across your neuron?,"Voltage is a measure of potential difference. You’re not measuring the voltage of the positive or of the negative, you’re measuring the difference in electrical potential between the two.",So what exactly is the potential difference? is it not the ∆V between two points of an electric field?,Slightly Related,What is the significance of electrical potential in voltage measurement?
3011,ELI5 - What exactly is the voltage measure across your neuron?,"Voltage is a measure of potential difference. You’re not measuring the voltage of the positive or of the negative, you’re measuring the difference in electrical potential between the two.",So what exactly is the potential difference? is it not the ∆V between two points of an electric field?,Slightly Related,How does electrical potential difference affect the functioning of a neuron?
3011,ELI5 - What exactly is the voltage measure across your neuron?,"Voltage is a measure of potential difference. You’re not measuring the voltage of the positive or of the negative, you’re measuring the difference in electrical potential between the two.",So what exactly is the potential difference? is it not the ∆V between two points of an electric field?,Slightly Related,Why is it important to differentiate between electrical signals within the nucleus and the membrane?
3011,ELI5 - What exactly is the voltage measure across your neuron?,"Voltage is a measure of potential difference. You’re not measuring the voltage of the positive or of the negative, you’re measuring the difference in electrical potential between the two.",So what exactly is the potential difference? is it not the ∆V between two points of an electric field?,Slightly Related,In what way does voltage assist in understanding the electrical activity within a neuron?
3011,ELI5 - What exactly is the voltage measure across your neuron?,"Voltage is a measure of potential difference. You’re not measuring the voltage of the positive or of the negative, you’re measuring the difference in electrical potential between the two.",So what exactly is the potential difference? is it not the ∆V between two points of an electric field?,Slightly Related,What are some examples of synaptic transmission pathways?
3012,ELI5: Why are planes not getting faster?,"As a sidebar to the main answer, it may seem like passenger aircraft haven’t changed much in 60 years: same basic shape, similar speed.  But there’s one huge advance that isn’t obvious: fuel efficiency.  Today’s aircraft are **10 times more fuel efficient** than they were in the 1950s, in terms of fuel used per passenger per km.  This has been achieved through bigger planes with more seats, but mostly through phenomenal improvements in engine technology.  Planes *are* getting better, just not in a way that’s obvious to passengers.   https://en.m.wikipedia.org/wiki/Fuel_economy_in_aircraft#/media/File%3AAviation_Efficiency_(RPK_per_kg_CO2).svg",Semi-related question. Fighter Jet top speeds are stuck around the same point they have been for ages. I believe an early 80s Russian Mig is technically the fastest. Is there no reason for militaries to have faster fighter jets? Is it all missiles now?,Related,How do advancements in jet engines affect the efficiency of aircraft?
3012,ELI5: Why are planes not getting faster?,"As a sidebar to the main answer, it may seem like passenger aircraft haven’t changed much in 60 years: same basic shape, similar speed.  But there’s one huge advance that isn’t obvious: fuel efficiency.  Today’s aircraft are **10 times more fuel efficient** than they were in the 1950s, in terms of fuel used per passenger per km.  This has been achieved through bigger planes with more seats, but mostly through phenomenal improvements in engine technology.  Planes *are* getting better, just not in a way that’s obvious to passengers.   https://en.m.wikipedia.org/wiki/Fuel_economy_in_aircraft#/media/File%3AAviation_Efficiency_(RPK_per_kg_CO2).svg",Semi-related question. Fighter Jet top speeds are stuck around the same point they have been for ages. I believe an early 80s Russian Mig is technically the fastest. Is there no reason for militaries to have faster fighter jets? Is it all missiles now?,Related,What are the challenges associated with maintaining passenger safety in today's jet aircraft?
3012,ELI5: Why are planes not getting faster?,"As a sidebar to the main answer, it may seem like passenger aircraft haven’t changed much in 60 years: same basic shape, similar speed.  But there’s one huge advance that isn’t obvious: fuel efficiency.  Today’s aircraft are **10 times more fuel efficient** than they were in the 1950s, in terms of fuel used per passenger per km.  This has been achieved through bigger planes with more seats, but mostly through phenomenal improvements in engine technology.  Planes *are* getting better, just not in a way that’s obvious to passengers.   https://en.m.wikipedia.org/wiki/Fuel_economy_in_aircraft#/media/File%3AAviation_Efficiency_(RPK_per_kg_CO2).svg",Semi-related question. Fighter Jet top speeds are stuck around the same point they have been for ages. I believe an early 80s Russian Mig is technically the fastest. Is there no reason for militaries to have faster fighter jets? Is it all missiles now?,Related,How does the need for more crew and more amenities affect the efficiency of modern passenger aircraft?
3013,ELI5: Why are planes not getting faster?,The short version is nobody cares about going faster.  Jet engines and planes have improved tremendously in efficiency.  In the last 60 years the average fuel burn dropped over 45%.which is an insane improvement.   And less fuel is cheaper flights and more profit.,"And perhaps the biggest cause of that fuel burn decrease is the switch from turbojet engines to turbofans. A modern turbofan has very much in common with a turboprop, in that 90% of the thrust is generated by the fan in the front of the engine (pretty much a propeller with 20-30(?) blades). This is what makes modern jet engines so wide in comparison to their slender cousins from the 60s",Related,How do economies of scale impact the efficiency of jet engines?
3013,ELI5: Why are planes not getting faster?,The short version is nobody cares about going faster.  Jet engines and planes have improved tremendously in efficiency.  In the last 60 years the average fuel burn dropped over 45%.which is an insane improvement.   And less fuel is cheaper flights and more profit.,"And perhaps the biggest cause of that fuel burn decrease is the switch from turbojet engines to turbofans. A modern turbofan has very much in common with a turboprop, in that 90% of the thrust is generated by the fan in the front of the engine (pretty much a propeller with 20-30(?) blades). This is what makes modern jet engines so wide in comparison to their slender cousins from the 60s",Related,What are the challenges associated with maintaining aircraft's stable and reliable operation despite technological advancements?
3013,ELI5: Why are planes not getting faster?,The short version is nobody cares about going faster.  Jet engines and planes have improved tremendously in efficiency.  In the last 60 years the average fuel burn dropped over 45%.which is an insane improvement.   And less fuel is cheaper flights and more profit.,"And perhaps the biggest cause of that fuel burn decrease is the switch from turbojet engines to turbofans. A modern turbofan has very much in common with a turboprop, in that 90% of the thrust is generated by the fan in the front of the engine (pretty much a propeller with 20-30(?) blades). This is what makes modern jet engines so wide in comparison to their slender cousins from the 60s",Related,Why is maintaining operational efficiency important for airlines?
3013,ELI5: Why are planes not getting faster?,The short version is nobody cares about going faster.  Jet engines and planes have improved tremendously in efficiency.  In the last 60 years the average fuel burn dropped over 45%.which is an insane improvement.   And less fuel is cheaper flights and more profit.,"And perhaps the biggest cause of that fuel burn decrease is the switch from turbojet engines to turbofans. A modern turbofan has very much in common with a turboprop, in that 90% of the thrust is generated by the fan in the front of the engine (pretty much a propeller with 20-30(?) blades). This is what makes modern jet engines so wide in comparison to their slender cousins from the 60s",Related,Can you explain why maintaining passenger safety is more important than faster aircraft?
3014,ELI5: Why are planes not getting faster?,Another point is that the benefit for increased speed is marginal when typical flights aren’t all that long to begin with and when a good portion of the time of the flight is due to air traffic control issues and on-the-ground taxiing at the airport. I remember my dad (who worked for a major airline) commenting about how flights to Southern California took 45 minutes longer than when he started even though the planes were faster — all due to traffic and airport issues.,Arrive 2+ hours before your one-hour flight to allow time for security checks... ok. Allow 1+ hours for that layover in a major metro in case the first leg runs late. So who cares if a new plane could save six minutes in the air? There is 100x more time to be saved on airports and aircraft that are apparently just too dense for the public to use safely or for operators to put on direct routes even once a day. And those are just the 20-year-old problems... unmitigated carbon emissions and airborne disease transmission are something else entirely.,Slightly Related,What are some examples of delays caused by on-the-ground operations that could be addressed by faster planes?
